show_id,category,title,director,cast,country,release_date,rating,duration,type,description,release_year,release_month,duration_value,duration_unit
s3249,Movie,just another love story,ole bornedal,"anders w. berthelsen, rebecka hemse, nikolaj lie kaas, charlotte fich, dejan cukic, karsten jansfort, flemming enevold, bent mejding, ewa fröling, josephine raahauge, timm vladimir, ditte hansen",denmark,2009-05-05,TV-MA,104 min,"dramas, international movies","when he causes a car accident that leaves a young woman with amnesia, a man finds himself telling incredible lies to make her and her family happy.",2009,5,104,min
s3250,Movie,just friends,roger kumble,"anna faris, ty olsson, julie hagerty, amy smart, chris marquette, fred ewanuick, amy matysio, chris klein, ryan reynolds, stephen root","germany, united states, canada",2019-09-01,PG-13,94 min,"comedies, romantic movies","years after high school, a once-portly nice guy comes home for the holidays and reunites with a former crush he still has feelings for.",2019,9,94,min
s3251,Movie,just love,"andy caballero, diego corsini","franco masini, yamila saud, victorio d'alessandro, andrea frigerio, gerardo romano, bautista lena, josefina ramírez, noel schajris, diana hernández, daniela aita",argentina,2019-01-24,TV-MA,96 min,"dramas, international movies, music & musicals","inspired by his love affair with a conservative lawyer, the lead singer of a struggling garage band pens a hit song that propels him to fame.",2019,1,96,min
s3252,Movie,just the way you are,theodore boborol,"enrique gil, liza soberano, yves flores, sue ramirez, erin ocampo, yayo aguila, alex diaz, jon lucas, chienna filomeno, marco gumabao, myrtle sarrosa, kyra custodio, miguel vergara, tonton gutierrez, ricky davao, sunshine cruz",philippines,2020-12-10,TV-G,107 min,"international movies, romantic movies",an overconfident teen bets he can make a homely transfer student fall in love with him in 30 days — but the wager starts to play games with his heart.,2020,12,107,min
s3253,TV Show,just you,"raúl campos, jan suter","aaron yan, puff kuo, katherine wang, dean fujioka, lyla lin, lin yu-pin",taiwan,2016-11-01,TV-14,1 Season,"international tv shows, romantic tv shows, tv comedies","when her uptight new boss and landlord starts a war on office romances, plucky liang-liang quickly starts looking for ways to get him to lighten up.",2016,11,1,Season
s3254,Movie,justice,richard gabai,"nathan parsons, jamie-lynn sigler, ellen hollman, john lewis, niko foster, quinton aaron, jackson rathbone, robert carradine, lesley-anne down, stephen lang",united states,2020-02-01,R,92 min,movies,"a u.s. marshal arrives at a small town in nevada, only to learn that his preacher brother is dead after standing up to the town's mayor and outlaws.",2020,2,92,min
s3255,TV Show,justice in the city,"raúl campos, jan suter","chris tong, shaun chen, emily lim, remus kam, zhang shui fa",united states,2017-10-01,TV-14,1 Season,"international tv shows, tv dramas","repeatedly on opposite sides of civil cases, two lawyers fall in love outside the courtroom, but circumstances hinder their romance from blossoming.",2017,10,1,Season
s3256,Movie,"justice, my foot!",johnnie to,"stephen chow, anita mui, carrie ng, wai ai, benjamin chan, ka sang cheung, wing cho, paul chun, eddy ko, chi ming lau",hong kong,2018-08-31,TV-14,95 min,"action & adventure, comedies, international movies",slick lawyer sung fears he's been cursed with bad karma and considers giving up his practice – until he's approached by a widow accused of murder.,2018,8,95,min
s3257,Movie,justin bieber: never say never,jon m. chu,"justin bieber, ludacris, usher raymond, jaden smith, miley cyrus, sean kingston, boyz ii men",united states,2018-01-01,G,106 min,"documentaries, music & musicals","teen idol justin bieber provides personal snapshots from throughout his career, culminating with scenes from his triumphant 2010 concert tour.",2018,1,106,min
s3258,Movie,justin timberlake + the tennessee kids,jonathan demme,justin timberlake,united states,2016-10-12,TV-MA,90 min,music & musicals,"on the final nights of a world tour, director jonathan demme captures what makes the show soar: gifted musicians, deft dancers and a magnetic star.",2016,10,90,min
s3259,TV Show,justin time,"raúl campos, jan suter","gage munroe, scott mccord, jenna warren",canada,2016-04-01,TV-Y,2 Seasons,kids' tv,"in justin's dreams, he and his imaginary friends olive and squidgy travel around the world learning about nature and other cultures.",2016,4,2,Seasons
s3260,TV Show,justin time go!,"raúl campos, jan suter","drew davis, scott mccord, jenna warren",united states,2016-06-24,TV-Y,1 Season,kids' tv,"a young boy's imagination takes him throughout the world and history, where he learns life lessons and has tons of fun with two make-believe friends.",2016,6,1,Season
s3261,Movie,justine,stephanie turner,"stephanie turner, glynn turman, daisy prescott, darby stanchfield, josh stamberg, bridget kallal, ravi cabot-conyers, cleo king, melanie hutsell",united states,2020-03-13,TV-MA,106 min,"dramas, independent movies","a widowed, single mom takes a job caring for a young girl with spina bifida, and the two discover they have more in common than they realized.",2020,3,106,min
s3262,TV Show,k,"raúl campos, jan suter","daisuke namikawa, daisuke ono, mikako komatsu, kenjiro tsuda, tomokazu sugita, yui horie, takahiro sakurai, jun fukuyama, yuichi nakamura, miyuki sawashiro, mamoru miyano, satomi sato, yuki kaji, tetsuya kakihara, shozo iizuka",japan,2016-12-01,TV-MA,1 Season,"anime series, crime tv shows, international tv shows","a young boy is wanted for a crime he has no recollection of committing and must go on the run, hunted by two powerful kings and their forces.",2016,12,1,Season
s3263,Movie,k-19: the widowmaker,kathryn bigelow,"harrison ford, liam neeson, peter sarsgaard, sam spruell, joss ackland, peter stebbings, christian camargo, sam redford, john shrapnel, donald sumpter","united kingdom, germany, canada, united states",2019-11-21,PG-13,138 min,"action & adventure, dramas","on board russia's first nuclear ballistic submarine, capt. vostrikov must race against time to prevent a chernobyl-like explosion.",2019,11,138,min
s3264,TV Show,k-on!,"raúl campos, jan suter","aki toyosaki, ayana taketatsu, chika fujito, madoka yonezawa, minako kotobuki, satomi sato, yoko hikasa",japan,2019-11-15,TV-PG,2 Seasons,"anime series, teen tv shows","when they're not gorging themselves on sugary snacks, four aspiring high school musicians crank out catchy tunes as members of the light music club.",2019,11,2,Seasons
s3265,Movie,k-on! the movie,naoko yamada,"aki toyosaki, yoko hikasa, satomi sato, minako kotobuki, ayana taketatsu, asami sanada, madoka yonezawa, chika fujito, yoriko nagata",japan,2019-11-15,TV-PG,110 min,"anime features, music & musicals",the seniors in sakuragaoka high school's music club live out the graduation trip of their dreams when they celebrate by performing in london.,2019,11,110,min
s3266,TV Show,k-pop extreme survival,"raúl campos, jan suter","jung eun kim, yu-hwan park, eun-ah go, yong hwan kwak, jin hyuk",south korea,2016-12-15,TV-14,1 Season,"international tv shows, korean tv shows, romantic tv shows",seung yeon decides to chase her dream of becoming a k-pop star and audition for a popular group. there's only one catch: it's a boy band.,2016,12,1,Season
s3267,TV Show,k.o. one re-act,"raúl campos, jan suter","jiro wang, pets tseng, sam lin, sylvia wang, wes lo, wayne huang, xu ming-jie, ba yu, emily tsai, chen bo-zheng, nylon chen, na wei-hsun",united states,2019-04-30,TV-14,1 Season,"international tv shows, tv comedies, tv dramas","as a guardian of space-time order, 28-year-old wang dadong returns to bale high school to investigate an anomaly and clashes with king.",2019,4,1,Season
s3268,TV Show,k.o.3an guo,"raúl campos, jan suter","george hu, chen de-xiu, bo yan, lorene ren, tsai yi-chen, benjamin h. wang, wes lo, shao xiang, pets tseng, nylon chen, wu xiong",taiwan,2019-04-30,TV-14,1 Season,"international tv shows, tv comedies, tv sci-fi & fantasy","in the silver dimension, liu bei, guan yu and zhang fei plan to enroll in an elite academy as sworn brothers, but ko one visitors derail the plan.",2019,4,1,Season
s3269,Movie,küçük esnaf,bedran güzel,"i̇brahim büyükak, zeynep koçak, gupse özay, cengiz bozkurt",turkey,2020-04-28,TV-MA,100 min,"comedies, international movies","as an honest locksmith scrambles to pay his late father's hefty debt to the mafia, he crosses paths with a woman in similar trouble and falls for her.",2020,4,100,min
s3270,TV Show,kaçak,"raúl campos, jan suter","gürkan uygun, mustafa avkıran, berk hakman, begüm birgören, özlem yılmaz, yağmur tanrısevsin, i̇nanç konukçu, hasan küçükçetin, metin coşkun, selda özer, yağız atakan savaş, burak deniz, cengiz sezici, haluk bilginer, tuğba melis türk",turkey,2016-12-26,TV-14,1 Season,"crime tv shows, international tv shows, tv action & adventure",a cop who killed a mobster's son and fled to a small town with a changed identity finds his quiet new life disrupted when he becomes a local hero.,2016,12,1,Season
s3271,Movie,kaabil,sanjay gupta,"hrithik roshan, yami gautam, ronit roy, rohit roy, narendra jha, girish kulkarni, sahidur rahaman, suresh menon",india,2017-06-25,TV-14,139 min,"dramas, international movies","the happy life of a young blind couple is shattered when the wife is raped and corrupt police won't help, sending the husband on a quest for revenge.",2017,6,139,min
s3272,Movie,kaagar,makarand mane,"rinku rajguru, shubhankar tawde, shashank shende, suhas palshikar, bharati patil, milind pathak, umesh jagtap, shantanu gangane, vitthal kale, mahesh bhosale",india,2020-09-10,TV-MA,130 min,"dramas, international movies, romantic movies","when an activist begins aiding a shrewd political advisor — also his girlfriend’s father, personal agendas lead to betrayal as love and duty clash.",2020,9,130,min
s3273,Movie,kaakan,kranti redkar,"jitendra joshi, urmila kanitkar, ashutosh gaikwad, ashok shinde, madhavi juvekar",india,2018-03-01,TV-PG,132 min,"dramas, international movies, romantic movies","star-crossed lovers from different social strata struggle to overcome differences in class and family expectation, as well as a long separation.",2018,3,132,min
s3274,Movie,kaake da viyah,rai yuvraj bains,"priti sapru, nirmal rishi, jordan sandhu, prabh grewal, karamjit anmol, harby sangha, gurmeet sajan, prince kanwaljit singh",india,2019-08-23,TV-PG,133 min,"comedies, dramas, international movies","in this zany comedy, a man is torn between the girl he loves and the respective women his warring mother and grandmother have chosen for him to marry.",2019,8,133,min
s3275,Movie,kaal,soham shah,"ajay devgn, vivek oberoi, john abraham, lara dutta, esha deol, vishal malhotra, kushal punjabi, vineet sharma",india,2020-04-01,TV-14,126 min,"horror movies, international movies, thrillers","trapped in a national park, a tiger expert and a group of hunters turn to an enigmatic local for help when they mysteriously begin to die one by one.",2020,4,126,min
s3276,Movie,kaali khuhi,terrie samundra,"shabana azmi, leela samson, sanjeeda sheikh, satyadeep misra, riva arora, hetvi bhanushali, rose rathod",india,2020-10-30,TV-14,91 min,"horror movies, international movies","when a restless spirit curses a village that has a history of female infanticide, the town's fate lies in the hands of a 10-year-old girl.",2020,10,91,min
s3277,Movie,kaalia,tinnu anand,"amitabh bachchan, asha parekh, parveen babi, amjad khan, pran, k.n. singh, sajjan, murad, kader khan, jagdeep",india,2019-12-31,TV-14,173 min,"action & adventure, dramas, international movies","jailed for robbing his brother’s unscrupulous employer, a simpleton has a transformation while in prison, emerging with a violent mission for revenge.",2019,12,173,min
s3278,Movie,kaaliyan,jijo pancode,"tini tom, meghanathan, balachandran chullikadu, shivaji guruvayoor, kottayam purushan, nithin george, grace antony, shalu",india,2018-08-01,TV-PG,105 min,"dramas, international movies","an aggressive, wayward fisherman abandons his wife and daughters, who grow up to face the consequences of their father's mistakes.",2018,8,105,min
s3279,Movie,kabali (hindi version),pa. ranjith,"rajnikanth, winston chao, radhika apte, nassar, dhansika, kalaiyarasan, dinesh, john vijay, kishore kumar g., riythvika",india,2017-12-15,TV-MA,148 min,"action & adventure, dramas, international movies","in this hindi version of the tamil blockbuster, a tamil gang leader in kuala lumpur seeks justice for crimes committed against him and his family.",2017,12,148,min
s3280,TV Show,kabaneri of the iron fortress: the battle of unato,"raúl campos, jan suter","tasuku hatanaka, sayaka senbongi, maaya uchida, toshiki masuda, kanae oki, mariya ise, ryota osaka, kensuke sato, maxwell powers, shinichiro miki",japan,2019-09-13,TV-MA,1 Season,"anime series, international tv shows, tv horror","ikoma and the iron fortress take their fight to the battlegrounds of unato, joining the alliance to reclaim the region from the kabane horde.",2019,9,1,Season
s3281,Movie,kabhi alvida naa kehna,karan johar,"amitabh bachchan, shah rukh khan, abhishek bachchan, rani mukerji, preity zinta, kiron kher, arjun rampal",india,2020-04-01,TV-14,192 min,"dramas, international movies, romantic movies","unhappy in their respective marriages, an ex-footballer and a teacher find true love in each other, but guilt, jealousy and tragedy cloud their affair.",2020,4,192,min
s3282,Movie,kabhi haan kabhi naa,kundan shah,"shah rukh khan, suchitra krishnamoorthi, deepak tijori, rita bhaduri, satish shah, anjan srivastav, goga kapoor, tiku talsania, ravi baswani, naseeruddin shah",india,2017-05-15,TV-14,151 min,"comedies, dramas, international movies",a dreamer falls for a girl who is in love with someone else and tries to create a rift between her and the man she loves.,2017,5,151,min
s3283,Movie,kabhi khushi kabhie gham,karan johar,"amitabh bachchan, jaya bhaduri, shah rukh khan, kajol, hrithik roshan, kareena kapoor, rani mukerji, farida jalal, himani shivpuri, alok nath",india,2020-04-01,TV-14,209 min,"dramas, international movies","years after his father disowns his adopted brother for marrying a woman of lower social standing, a young man goes on a mission to reunite his family.",2020,4,209,min
s3284,Movie,kabir singh,sandeep reddy vanga,"shahid kapoor, kiara advani, suresh oberoi, arjan bajwa, adil hussain, nikita dutta, kamini kaushal, anurag arora",india,2019-09-19,TV-MA,171 min,"dramas, international movies, romantic movies","an exalted but short-fused surgeon plunges into a spiral of drugs, alcohol and rage after his intense relationship with his girlfriend turbulently ends.",2019,9,171,min
s3285,Movie,kacche dhaagey,buta singh,"yograj singh, nitu pandher, deep mandian, shreya chawla, jagpal singh chahal, jyoti sharma, janak joshi, karan vinayak",india,2017-11-01,TV-14,120 min,"dramas, international movies, romantic movies","while visiting india for her cousin's wedding, a canadian girl develops strong feelings for a boy from a lower caste.",2017,11,120,min
s3286,Movie,kahaani,sujoy ghosh,"vidya balan, parambrata chatterjee, dhritiman chatterjee, saswata chatterjee, indraneil sengupta, nawazuddin siddiqui, darshan jariwala, masood akhtar, riddhi sen",india,2019-06-26,TV-14,122 min,"international movies, music & musicals, thrillers","pregnant and alone in the city of kolkata, a woman begins a relentless search for her missing husband, only to find that nothing is what it seems.",2019,6,122,min
s3287,Movie,kahlil gibran's the prophet,"roger allers, gaëtan brizzi, paul brizzi, joan c. gratz, mohammed saeed harib, tomm moore, nina paley, bill plympton, joann sfar, michael socha","liam neeson, salma hayek, john krasinski, frank langella, alfred molina, john rhys-davies, quvenzhané wallis","united states, france, canada, lebanon, qatar",2017-10-01,PG,85 min,"children & family movies, dramas",a troubled young girl and her mother find solace on a journey with a subversive poet whose words captivate their hearts and imaginations.,2017,10,85,min
s3288,Movie,kai po che!,abhishek kapoor,"rajkummar rao, amit sadh, sushant singh rajput, amrita puri, digvijay deshmukh, asif basra, manav kaul, ashish kakkad",india,2018-11-01,TV-MA,120 min,"dramas, international movies, sports movies",this bollywood drama tells the story of three best friends who dream of starting a cricket training academy in ahmedabad for very different reasons.,2018,11,120,min
s3289,Movie,kajraare,pooja bhatt,"himesh reshammiya, sara loren, amrita singh, gulshan grover, javed sheikh, adnan shah, natasha sinha, gaurav chanana, anupam shyam",india,2017-10-22,TV-14,113 min,"dramas, international movies, music & musicals","a popular singer on the run poses as a bartender and falls in love with a prostitute, but their love is threatened by a violent incident in his past.",2017,10,113,min
s3290,TV Show,kakegurui,"raúl campos, jan suter","minami hamabe, mahiro takasugi, aoi morikawa",united states,2019-07-04,TV-MA,2 Seasons,"international tv shows, tv dramas, tv thrillers","yumeko jabami enrolls at hyakkaou private academy, where students are ranked by their gambling winnings and fame and fortune awaits those on top.",2019,7,2,Seasons
s3291,Movie,kal ho naa ho,nikkhil advani,"shah rukh khan, saif ali khan, preity zinta, jaya bhaduri, sushma seth, reema lagoo, lillete dubey, delnaaz paul",india,2020-04-01,TV-14,187 min,"comedies, dramas, international movies",an uptight mba student falls for the charismatic new neighbor who charms her troubled family – but he has a secret that forces him to push her away.,2020,4,187,min
s3292,Movie,kalakalappu,sundar c.,"vimal, anjali, shiva, oviya, santhanam, john vijay, m. ilavarasu, manobala",india,2018-11-01,TV-14,154 min,"comedies, international movies, music & musicals","cheenu dreams of resurrecting the restaurant he has inherited to its former glory, but his brother, a compulsive gambler, loses the place to a cop.",2018,11,154,min
s3293,Movie,kaleidoscope,rupert jones,"toby jones, anne reid, sinead matthews, cecilia noble, karl johnson, frederick schmidt, deborah findlay, manjinder virk",united kingdom,2018-05-08,TV-MA,99 min,thrillers,a quiet ex-con's tenuous grip on reality starts to slip when his manipulative mother brings out a part of him he hoped to leave behind.,2018,5,99,min
s3294,Movie,kalek shanab,hani al-shaibani,"saad abdullah, mohamed alkendi, ammar rahma, maria khan, msabeh bin hashim, hani abd al ghani, zayed mohammed mahmoud, khaled abdullah",united arab emirates,2020-06-01,TV-PG,80 min,"comedies, international movies","after a wild night of partying on the town, three buddies wake up to discover they've caused a whole mess of trouble — but can't remember how.",2020,6,80,min
s3295,Movie,"kalel, 15",jun lana,"elijah canlas, eddie garcia, jaclyn jose, gabby padilla, cedrick juan, elora espano, sue prado",philippines,2020-12-09,TV-MA,105 min,"dramas, independent movies, international movies","surrounded by tensions and secrets, a teenage boy searches for validation and navigates life with a dysfunctional family following an hiv diagnosis.",2020,12,105,min
s3296,Movie,kalki,dhilip kumar,"kishore kumar g., yasmin ponnappa, mithraboomi saravanan",india,2018-03-01,TV-14,41 min,"dramas, independent movies, international movies",a scientist trying to solve one of the universe's greatest puzzles begins a romance with a much younger colleague that's haunted by a dark secret.,2018,3,41,min
s3297,Movie,kalushi: the story of solomon mahlangu,mandla dube,"thabo rametsi, thabo malema, welile nzuza, jafta mamabolo, louw venter, pearl thusi",south africa,2019-11-29,TV-MA,107 min,"dramas, international movies","the life and times of iconic south african liberation fighter solomon mahlangu, who battled the forces of apartheid, come into focus.",2019,11,107,min
s3298,Movie,kaminey,vishal bhardwaj,"shahid kapoor, priyanka chopra, deb mukherjee, shivkumar subramaniam, chandan roy sanyal, hrishikesh joshi, amole gupte, patricia bull, carlos paca, eric santos",india,2018-10-01,TV-14,128 min,"dramas, international movies, music & musicals","a young man pursues his dreams of wealth by breaking the law, while his twin brother tries to better his life through hard work and honesty.",2018,10,128,min
s3299,Movie,kanavu variyam,arun chidambaram,"jiya anil manne, arun chidambaram, t.p. gajendran, gnanasambandam, m. ilavarasu, yog japee, mayilsamy, black pandi",india,2017-06-15,TV-PG,104 min,"comedies, dramas, international movies","despite doubts from fellow villagers who think he’s crazy, an ambitious dropout commits himself to solving a persistent local electricity crisis.",2017,6,104,min
s3300,Movie,kandasamys: the wedding,jayan moodley,"jailoshini naidoo, maeshni naicker, madhushan singh, mishqah parthiephal, yugan naidoo, koobeshan naidoo, mariam bassa, rushil juglall, tesarnia oree",south africa,2020-09-04,TV-14,93 min,"comedies, dramas, international movies","with their clashing demands, the mothers of both bride and groom turn wedding prep into comical chaos in this sequel to “keeping up with the kandasamys.”",2020,9,93,min
s3301,Movie,kanika,"raúl campos, jan suter","sharad ponkshe, smita shewale",india,2018-03-01,TV-14,110 min,"horror movies, international movies, thrillers",a doctor and his colleagues who use sex-determination testing for unethical ends face retribution from a supernatural victim who seeks vengeance.,2018,3,110,min
s3302,Movie,kannum kannum kollaiyadithaal,desingh periyasamy,"dulquer salmaan, ritu varma, rakshan, niranjani, gautham menon, anish kuruvilla",india,2020-03-29,TV-14,160 min,"comedies, dramas, international movies","a carefree racing enthusiast’s womanizing ways end when he meets the girl of his dreams, but their newfound peace is disrupted by a dangerous killer.",2020,3,160,min
s3303,TV Show,kantaro: the sweet tooth salaryman,"raúl campos, jan suter","matsuya onoe, ren ishikawa, hiroyuki onoue, hazuki shimizu, sarutoki minagawa",japan,2017-12-01,TV-PG,1 Season,"international tv shows, tv comedies",elite publishing sales rep kantaro wraps up his client visits in record time so he can secretly pursue his quest to indulge in the tastiest of sweets.,2017,12,1,Season
s3304,Movie,kapoor & sons,shakun batra,"rishi kapoor, sidharth malhotra, fawad khan, alia bhatt, ratna pathak shah, rajat kapoor",india,2020-04-01,TV-14,138 min,"comedies, dramas, international movies","returning home to visit their ill grandfather, two estranged brothers must confront their unresolved rivalry while their parents’ marriage frays.",2020,4,138,min
s3305,Movie,kappela,musthafa,"anna ben, roshan mathew, sreenath bhasi, sudhi koppa, tanvi ram, musthafa, james eliya, vijilesh",india,2020-06-22,TV-14,112 min,"dramas, international movies, romantic movies","falling into an over-the-phone romance with a rickshaw driver, a young woman visits his city when an encounter with a stranger derails their meeting.",2020,6,112,min
s3306,Movie,kara bela,burak aksak,"cengiz bozkurt, seda bakan, erkan kolçak köstendil, cihan ercan, berat yenilmez, i̇ştar gökseven, erdal tosun, tarık ünlüoğlu",turkey,2017-03-10,TV-14,101 min,"comedies, international movies",the uneventful life of middle-aged kudret turns upside down when a road trip turns into a wild race for survival with killers in hot pursuit.,2017,3,101,min
s3307,Movie,kardec,wagner de assis,"leonardo medeiros, sandra corveloni, genezio de barros, guilherme piva, leonardo franco, dalton vigh, charles baudin, julia konrad",brazil,2019-08-29,TV-14,110 min,"dramas, faith & spirituality, international movies","in catholic 19th-century france, professor léon rivail attends a séance and is moved to found spiritism, putting him in the authorities' sights.",2019,8,110,min
s3308,Movie,karkar,ali ragab,"mohamed saad, hassan hosny, ragaa al-geddawy, yasmin abdulaziz, alaa morsy",egypt,2020-05-19,TV-14,107 min,"comedies, international movies","after electrocution leaves a wealthy man brain-damaged, his money-hungry aunt and uncle try to con him by marrying him off to a fake relative.",2020,5,107,min
s3309,Movie,"karol modzelewski, łukasz „lotek” lodkowski no offense","raúl campos, jan suter","karol modzelewski, łukasz ""lotek” lodkowski",united states,2016-09-19,TV-MA,65 min,stand-up comedy,"charismatic comedy pals karol modzelewski and łukasz ""lotek"" lodkowski bring their mischievous brand of humor to warsaw's klub hybrydy.",2016,9,65,min
s3310,Movie,karthik calling karthik,vijay lalwani,"farhan akhtar, deepika padukone, ram kapoor, vivan bhatena, vipin sharma, yatin karyekar, shefali shah",india,2019-12-15,TV-14,135 min,"dramas, international movies, thrillers","unlucky in love and bullied at work, an office drone is resigned to his dead-end life until it’s transformed by mysterious calls from … himself.",2019,12,135,min
s3311,Movie,kartini: princess of java,hanung bramantyo,"dian sastrowardoyo, ayushita, acha septriasa, deddy sutomo, christine hakim, djenar maesa ayu, denny sumargo, adinia wirasti, reza rahadian","indonesia, netherlands",2020-10-15,TV-PG,118 min,"dramas, international movies",a woman of nobility battles patriarchal norms in order to improve educational access for women in early 1900s indonesian society.,2020,10,118,min
s3312,Movie,karzzzz,satish kaushik,"himesh reshammiya, urmila matondkar, shweta kumar, dino morea, raj babbar, danny denzongpa, gulshan grover, rohini hattangadi, asrani, smita bansal",india,2017-10-22,TV-14,137 min,"international movies, music & musicals, romantic movies","when flashbacks reveal that he's the reincarnation of a man murdered by his wife, rock star monty sets out to get revenge for the decades-old crime.",2017,10,137,min
s3313,Movie,kasanova,oluseyi asurf,"wale ojo, ireti doyle, alvin abayomi, toyin abraham, ruby akubueze, chimezie imo, tomiwa tegbe",nigeria,2020-06-26,TV-14,117 min,"comedies, international movies, romantic movies","after losing his wife, a single father indulges in flimsy flings until he meets his son's music teacher, who imparts a few lessons on love.",2020,6,117,min
s3314,Movie,"katarzyna piasecka, rafał pacześ seriously funny","raúl campos, jan suter","katarzyna piasecka, rafał pacześ",united states,2016-09-19,TV-MA,65 min,stand-up comedy,polish comedians rafał pacześ and katarzyna piasecka hit the stage at warsaw's klub hybrydy for a night of funny anecdotes and sly jokes.,2016,9,65,min
s3315,Movie,kate & leopold,james mangold,"meg ryan, hugh jackman, liev schreiber, breckin meyer, natasha lyonne, bradley whitford, paxton whitehead, spalding gray, josh stamberg, matthew sussman",united states,2020-01-01,PG-13,118 min,"comedies, romantic movies",a present-day woman takes responsibility for guiding a charming time-traveling 19th-century nobleman through the 21st century.,2020,1,118,min
s3316,Movie,kath & kimderella,ted emery,"jane turner, gina riley, magda szubanski, glenn robbins, peter rowsthorn, rob sitch, richard e. grant, barry humphries, erin mullally, jessica de gouw",australia,2018-07-28,TV-14,86 min,comedies,"chipper baby boomer kath, diva daughter kim and hapless pal sharon visit papilloma, italy, where a royal romance and knockoff fashions await.",2018,7,86,min
s3317,TV Show,kath and kim,"raúl campos, jan suter","jane turner, gina riley, glenn robbins, peter rowsthorn, magda szubanski",australia,2018-07-28,TV-MA,6 Seasons,tv comedies,"as kath prepares to wed fine-meats purveyor kel, her daughter kim moves back home after becoming disillusioned with her two-month marriage to brett.",2018,7,6,Seasons
s3318,Movie,katha,sai paranjape,"farooq shaikh, naseeruddin shah, deepti naval, veeni paranjape joglekar, mallika sarabhai, arun joglekar",india,2019-12-31,TV-PG,140 min,"comedies, dramas, independent movies","secretly in love with his neighbor, a mild-mannered clerk is heartbroken when his much bolder, more charming friend wins her heart instead.",2019,12,140,min
s3319,Movie,katherine ryan: glitter room,linda mendoza,katherine ryan,united states,2019-07-01,TV-MA,66 min,stand-up comedy,"fresh from a tour, comedian katherine ryan shares shrewd observations about school bullies, revenge bodies and raising a very fancy child.",2019,7,66,min
s3320,Movie,katherine ryan: in trouble,colin dench,katherine ryan,united kingdom,2017-02-14,TV-MA,64 min,stand-up comedy,"stand-up comic katherine ryan reminisces about unusual relationships, life in the hometown she hates and the time she enraged an entire nation.",2017,2,64,min
s3321,Movie,kathleen madigan: bothering jesus,lorene machado,kathleen madigan,united states,2016-11-10,TV-MA,71 min,stand-up comedy,"the irish american comic riffs on everything from growing up in missouri, signing up her parents to be uber drivers and anything to do with bacon.",2016,11,71,min
s3322,Movie,katt williams: american hustle (the movie),brit mcadams,"katt williams, da brat, snoop dogg, tamala jones, jeremy piven, ludacris, melanie comarcho, red grant, alphonso mcauley, damaine radcliff, taran killam",united states,2018-05-17,TV-MA,89 min,stand-up comedy,"an aspiring actor leaves hollywood and takes to the road to do stand-up after he's cast in a series of increasingly stereotypical ""black"" roles.",2018,5,89,min
s3323,Movie,katt williams: great america,"raúl campos, jan suter",katt williams,united states,2018-01-16,TV-MA,60 min,stand-up comedy,"the king of underground comedy delivers unflinching riffs on the american political climate, racial tensions, sex and his disdain for roast beef.",2018,1,60,min
s3324,Movie,katt williams: kattpacalypse,marcus raboy,katt williams,united states,2018-07-03,TV-MA,61 min,stand-up comedy,"urban comic katt williams ushers in kattpacalypse, exploding with more energy than an atomic bomb and riffing on everything from doomsday to obama.",2018,7,61,min
s3325,Movie,katt williams: live,alphonso j. wesson,katt williams,united states,2018-07-19,NR,85 min,stand-up comedy,"outspoken comedian katt williams pokes fun at a variety of topics, including sex, relationships, parenthood and trying to make it as an entertainer.",2018,7,85,min
s3326,Movie,katt williams: the pimp chronicles: pt. 1,gary binkow,"katt williams, anthony anderson",united states,2018-11-01,TV-MA,45 min,stand-up comedy,"in this 2006 show, comic katt williams uses his edgy style and personal experiences to paint a sassy, hilarious portrait of life in black america.",2018,11,45,min
s3327,Movie,katti batti,nikhil advani,"imran khan, kangana ranaut, abhishek saha, mithila palkar, vivan bhatena, suhaas ahuja, nicole faria, adaar malik",india,2018-11-01,TV-14,132 min,"comedies, dramas, international movies","after falling in love during college, architect maddy and free spirit payal have five wonderful years together, until a mystery suddenly divides them.",2018,11,132,min
s3328,Movie,kavin jay: everybody calm down!,michael mckay,kavin jay,united states,2018-02-02,TV-MA,53 min,stand-up comedy,"on a mission to defy stereotypes, malaysian stand-up comedian kavin jay shares stories about growing up in the vhs era with his singapore audience.",2018,2,53,min
s3329,Movie,kaviyude osyath,vineeth anil,"prakash bare, arun kumar, kulappulli leela, sangeetha mohan, kochu preman",india,2018-07-01,TV-14,116 min,"dramas, international movies","when a late poet leaves behind his property to a young man, the man's brother suspects the poet may have been more than just a family friend.",2018,7,116,min
s3330,Movie,kay dyache bola,chandrakant kulkarni,"makarand anaspure, akshay pendse, umesh kamat, sharvari jamenis, sachin khedekar, arun nalawade, mohan agashe, nirmiti sawant, sanjay mone, amita khopkar, pushkar shrotri, ganesh yadav",india,2018-01-01,TV-14,133 min,"comedies, dramas, international movies","wrongfully accused of murder, two students' last hope lies with their defense attorney, an inexperienced bumbler who's never even tried a case.",2018,1,133,min
s3331,TV Show,kazoops!,"raúl campos, jan suter","reece pockney, scott langley, alex babic, gemma harvey, jessica hann, emma tate",australia,2017-05-05,TV-Y,3 Seasons,kids' tv,music meets imagination in this inventive animated series about thinking outside the box and having fun.,2017,5,3,Seasons
